date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:57:14	14326/14326	---MCZ	200	added ('OK')	text/html	etag:W/%2237f6-LHMTnRfp/3ICgNrnmlGSTB7I95A%22	https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button	C:/My%20Web%20Sites/photographt-wix/www.wix.com/website-template/view/html/2728641f.html	(from )
12:57:15	460/460	---MCZ	200	added ('OK')	text/plain	etag:W/%224a0-tTFQWKA6ydtiRcWvhl+KghJguso%22	https://www.wix.com/robots.txt		(from )
12:57:15	64631/64631	---M-Z	200	added ('OK')	application/javascript	etag:%2250e5265eef68ef86cd87a964d0d358a0%22	https://browser.sentry-cdn.com/5.27.4/bundle.min.js	C:/My%20Web%20Sites/photographt-wix/browser.sentry-cdn.com/5.27.4/bundle.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:15	143026/143026	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2014%20Sep%202021%2012:19:57%20GMT	https://static.parastorage.com/polyfill/v3/polyfill.min.js?features=default,es6,es7,es2017,es2018,es2019,fetch&flags=gated&unknown=polyfill	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/polyfill/v3/polyfill.minb292.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:16	13849/13849	---M-Z	200	added ('OK')	text/css	etag:W/%22338855569759ca44a0734ec4435bcbd0%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:16	1924/1924	---M-Z	200	added ('OK')	text/css	etag:W/%22829780ebf6cd67e3c5b9820e0b561f3c%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.12.0/madefor.min.css	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/unpkg/@wix/wix-fonts@1.12.0/madefor.min.css	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:16	1138/1138	---M-Z	200	added ('OK')	text/css	etag:W/%2272da3d8b8df8e9f17d656db8a7d809a4%22	https://static.parastorage.com/unpkg/@wix/wix-fonts@1.12.0/madeforDisplay.min.css	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/unpkg/@wix/wix-fonts@1.12.0/madeforDisplay.min.css	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:17	13846/13846	---MCZ	200	added ('OK')	text/css	etag:W/%2293deb0851239b6358a420c6185d74dfc%22	http://static.parastorage.com/services/marketing-template-viewer/1.1160.0/app.min.css	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/marketing-template-viewer/1.1160.0/app.min.css	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:18	7649/7649	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e7d14296d35556b03d875e522cf13464%22	http://static.parastorage.com/services/tag-manager-client/1.427.0/hostTags.bundle.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/tag-manager-client/1.427.0/hostTags.bundle.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:18	14431/14431	---MCZ	200	added ('OK')	text/html	etag:W/%22385f-//t+8eURk98bcBXAmu8xsX+uOLo%22	https://www.wix.com/website-template/view/html/2728	C:/My%20Web%20Sites/photographt-wix/www.wix.com/website-template/view/html/2728.html	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:18	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	http://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:19	6045/6045	---M-Z	200	added ('OK')	application/javascript	etag:W/%2240c6c64bb9dea80d5f301c1f165dc115%22	http://static.parastorage.com/services/cookie-consent-policy-client/1.573.0/app.bundle.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/cookie-consent-policy-client/1.573.0/app.bundle.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:22	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	http://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:28	189092/189092	---MCZ	200	added ('OK')	application/javascript	etag:W/%228b475013e54d9c53518d2ab01c7daa75%22	http://static.parastorage.com/services/dealer-lightbox/1.889.0/dealer-lightbox.bundle.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/dealer-lightbox/1.889.0/dealer-lightbox.bundle.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:28	105588/105588	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d8b08ea159b051e8078a2cebe8e72a36-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b7693a83-b861-4aa6-85e0-9ecf676bc4d6.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b7693a83-b861-4aa6-85e0-9ecf676bc4d6d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	226905/226905	---MCZ	200	added ('OK')	application/javascript	etag:W/%2203a4fb489f729395b4e2afe0ca005c79%22	http://static.parastorage.com/services/marketing-template-viewer/1.1160.0/app.bundle.min.js	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/marketing-template-viewer/1.1160.0/app.bundle.min.js	(from https://www.wix.com/website-template/view/html/2728?siteId=44b0717e-7411-4cae-b4e9-710a8cf9e828&metaSiteId=d3a7b062-1794-4796-8c09-dfbd284ea09e&originUrl=https%3A%2F%2Fwww.wix.com%2Fwebsite%2Ftemplates%2Fhtml%2Fphotography&tpClick=view_button)
12:57:29	47748/47748	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%22e8c5c50fa92b6d838601de8f617f61e0-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/bcf54343-d033-41ee-bbd7-2b77df3fe7ba.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/bcf54343-d033-41ee-bbd7-2b77df3fe7ba.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	105396/105396	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22c08e1294f48002af920cd39ca979b1ea-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b0ffdcf0-26da-47fd-8485-20e4a40d4b7d.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/b0ffdcf0-26da-47fd-8485-20e4a40d4b7d.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	77129/77129	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cf771550b3967efd251c1640ae34ca11-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/da09f1f1-062a-45af-86e1-2bbdb3dd94f9.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/da09f1f1-062a-45af-86e1-2bbdb3dd94f9.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	142320/142320	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b9602c3e6dafc944c5e5f8ccbb3e27f-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/56be84de-9d60-4089-8df0-0ea6ec786b84.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/56be84de-9d60-4089-8df0-0ea6ec786b84d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	59904/59904	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%22bd1a6f28b47b34eed2a89a72da4fb5bd-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/50d35bbc-dfd4-48f1-af16-cf058f69421d.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/50d35bbc-dfd4-48f1-af16-cf058f69421d.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	142132/142132	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2231b878f52272f39d365ed912d457cd17-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/278bef59-6be1-4800-b5ac-1f769ab47430.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/278bef59-6be1-4800-b5ac-1f769ab47430.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:29	77827/77827	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2255f8977bbd74d78c7f79265cbd8c99b2-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2e309b1b-08b8-477f-bc9e-7067cf0af0b3.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2e309b1b-08b8-477f-bc9e-7067cf0af0b3.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:30	92498/92498	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222b7b3e984b980579dda188ded190b598-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/07fe0fec-b63f-4963-8ee1-535528b67fdb.eot??	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/07fe0fec-b63f-4963-8ee1-535528b67fdbd145.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:30	41912/41912	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%2230bfa073c86da82d47b52b7a0b6ad7cd-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/60be5c39-863e-40cb-9434-6ebafb62ab2b.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/60be5c39-863e-40cb-9434-6ebafb62ab2b.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:30	92304/92304	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22338389800b586a48825f0aeaefb7afdc-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4c6503c9-859b-4d3b-a1d5-2d42e1222415.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4c6503c9-859b-4d3b-a1d5-2d42e1222415.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:30	78322/78322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cabd710ac74fbc19c20db93d7e9cea33-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/36c182c6-ef98-4021-9b0d-d63122c2bbf5.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/36c182c6-ef98-4021-9b0d-d63122c2bbf5.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:31	90950/90950	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228437bb714dd06d76c713fd7c6393ca65-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/072d8516-5d40-44bc-b694-65b3c8bd8fa5.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/072d8516-5d40-44bc-b694-65b3c8bd8fa5d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:31	31360/31360	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%229691572d74db4e179a4ec79d415bc713-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/723fd1ed-5aad-454d-af88-3711c5caf1c7.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/723fd1ed-5aad-454d-af88-3711c5caf1c7.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:31	90760/90760	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22c0e6ee9bb4fd554dc43a86b0695e23e1-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2a81d94e-d365-4f5f-9957-7e96414d6a72.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2a81d94e-d365-4f5f-9957-7e96414d6a72.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:31	74472/74472	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221144214786936c06f3fbdac925b4f0e8-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6be38bc3-96b3-47e3-a9ef-e1a184b54d64.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6be38bc3-96b3-47e3-a9ef-e1a184b54d64.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:31	101026/101026	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229d9f739ecedcf664e73b3d4ef4edff29-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/58a5cbff-d570-4c18-a5e3-60868dc07ae8.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/58a5cbff-d570-4c18-a5e3-60868dc07ae8d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:32	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2027%20Oct%202021%2007:27:32%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2c056da8-4920-4e20-8c69-8a6b315458a9.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2c056da8-4920-4e20-8c69-8a6b315458a9.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:33	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2027%20Oct%202021%2007:27:33%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2381d918-136d-444f-8391-db0cba6da388.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/2381d918-136d-444f-8391-db0cba6da388.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:33	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Wed,%2027%20Oct%202021%2007:27:34%20GMT	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d0697971-6f58-4597-942e-8beabd1adc87.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d0697971-6f58-4597-942e-8beabd1adc87.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:34	162836/162836	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229c65e4f76a65aadc72e1197c66cd0f4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/88fcd49a-13c7-4d0c-86b1-ad1e258bd75d.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/88fcd49a-13c7-4d0c-86b1-ad1e258bd75dd41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:34	69564/69564	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%224dc0a0281c2b4efa015ef4dc2e62a13e-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/9a2e4855-380f-477f-950e-d98e8db54eac.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/9a2e4855-380f-477f-950e-d98e8db54eac.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:34	162644/162644	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22cf72d59cd84c76f8011523255aa74697-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/fa82d0ee-4fbd-4cc9-bf9f-226ad1fcbae2.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/fa82d0ee-4fbd-4cc9-bf9f-226ad1fcbae2.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:34	161104/161104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2237fc002acb096542f75aee595ff28a12-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/48d599a6-92b5-4d43-a4ac-8959f6971853.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/48d599a6-92b5-4d43-a4ac-8959f6971853.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:34	104094/104094	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%228cb5c8853c3f20c608e516a8cb9382a9-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db853e0e-929b-4272-b420-c946c954cf3a.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db853e0e-929b-4272-b420-c946c954cf3ad41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:35	45632/45632	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%2287cc9396acbd013b932046b1b7e79339-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4a9c62ab-b359-4081-8383-a0d1cdebd111.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4a9c62ab-b359-4081-8383-a0d1cdebd111.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:35	103904/103904	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2204898385ff549fe74552563213844f4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db5f9ba6-05a4-433a-9461-0a6f257a0c3a.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/db5f9ba6-05a4-433a-9461-0a6f257a0c3a.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:35	158100/158100	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2224f9584bc57012835d5f55274d9299a9-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/25e09910-ffc3-4fc4-b0d1-db9a95dface8.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/25e09910-ffc3-4fc4-b0d1-db9a95dface8.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:35	95724/95724	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2242437a0812345bd7f68b9ee34f6b6008-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c8ec8ade-129c-47df-86b4-f9f1cd69ac15.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c8ec8ade-129c-47df-86b4-f9f1cd69ac15d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:36	41716/41716	---MCZ	200	added ('OK')	application/x-font-woff	etag:W/%228640ea7223e8bcf5f20beed12c1eb8c3-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6d5b06b3-f8db-4de6-aa46-2a6de9569b51.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/6d5b06b3-f8db-4de6-aa46-2a6de9569b51.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:36	95532/95532	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22172d316e8482277c1746a23813d3af4a-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/86438896-04f9-4558-a21a-e7a6d6061591.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/86438896-04f9-4558-a21a-e7a6d6061591.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:36	160309/160309	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cf8620d0cc0d79d27bccf815305532ef-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c486d95f-f220-435d-8a83-5d9497f04c49.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/c486d95f-f220-435d-8a83-5d9497f04c49.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:36	184666/184666	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229be03439aad9fb9b56566d765d14d2f8-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/41774233-b9da-44be-b252-6a7b612fb1c7.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/41774233-b9da-44be-b252-6a7b612fb1c7d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:36	73464/73464	---M-Z	200	added ('OK')	application/x-font-woff	etag:W/%22b156b9b7792dd7e439ff8e7df3871ea5-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4bff1fbb-b4bf-4d95-9c47-efcb14384e36.woff	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/4bff1fbb-b4bf-4d95-9c47-efcb14384e36.woff	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:37	184476/184476	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22aa58012004e4d654e4baae8f4bf58a6b-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/7f1f2a7d-3837-4c93-b373-f03c5da3f9a1.ttf	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/7f1f2a7d-3837-4c93-b373-f03c5da3f9a1.ttf	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:37	76225/76225	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2231b7dfc68c93c7d0738bd791883eb6b4-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d9f2752a-8d82-4cf1-b82f-109c1105be7f.svg	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/d9f2752a-8d82-4cf1-b82f-109c1105be7f.svg	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
12:57:37	233326/233326	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2298e6d7ecda0db82dd742992f10383b29-1%22	https://static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/787ee748-9cce-45a0-910b-6b5c6e87e327.eot?	C:/My%20Web%20Sites/photographt-wix/static.parastorage.com/services/third-party/fonts/Helvetica/Fonts/787ee748-9cce-45a0-910b-6b5c6e87e327d41d.eot	(from https://static.parastorage.com/services/third-party/fonts/Helvetica/fontFace.css)
